city,temperature,humidity,pressure,wind,precipitation,date
Tunis,17.99,82,1013,0.0,0,2025-05-05 21:15:14
Ariana,18.0,82,1012,0.0,0,2025-05-05 21:15:15
Ben Arous,17.6,70,1013,1.04,0,2025-05-05 21:15:15
Manouba,16.88,73,1013,1.8,0,2025-05-05 21:15:15
Nabeul,17.78,65,1012,2.65,0,2025-05-05 21:15:15
Zaghouan,15.37,89,1013,1.56,0,2025-05-05 21:15:16
Bizerte,17.19,76,1012,4.27,0,2025-05-05 21:15:16
Beja,16.45,64,1013,1.04,0,2025-05-05 21:15:17
Jendouba,15.99,68,1014,1.41,0,2025-05-05 21:15:17
Kef,14.45,81,1014,1.22,0,2025-05-05 21:15:17
Siliana,13.44,96,1014,1.44,0,2025-05-05 21:15:17
Kasserine,16.12,86,1013,3.51,0,2025-05-05 21:15:17
Sidi Bouzid,19.35,61,1013,6.41,0,2025-05-05 21:15:18
Kairouan,18.51,78,1013,1.6,0,2025-05-05 21:15:18
Kébili,27.66,33,1009,3.75,0,2025-05-05 21:15:18
Tozeur,28.26,19,1009,5.08,0,2025-05-05 21:15:19
Gabès,20.06,79,1011,8.51,0,2025-05-05 21:15:19
Medenine,22.46,63,1009,5.63,0,2025-05-05 21:15:19
Tataouine,28.74,11,1009,3.45,0,2025-05-05 21:15:20
Mahdia,18.39,74,1012,5.13,0,2025-05-05 21:15:20
Monastir,19.91,68,1012,5.14,0,2025-05-05 21:15:20
Sousse,19.97,68,1013,5.14,0,2025-05-05 21:15:20
Sfax,20.34,73,1011,8.11,0,2025-05-05 21:15:20
Gafsa,22.9,47,1011,4.03,0,2025-05-05 21:15:21
