city,temperature,humidity,pressure,wind,precipitation,date
Tunis,28.99,65,1008,2.06,0,2025-07-24 04:37:10
Ariana,29.0,65,1008,2.06,0,2025-07-24 04:37:10
Ben Arous,28.6,35,1009,1.45,0,2025-07-24 04:37:10
Manouba,26.77,31,1009,2.35,0,2025-07-24 04:37:10
Nabeul,26.74,62,1009,3.28,0,2025-07-24 04:37:10
Zaghouan,25.61,25,1009,2.55,0,2025-07-24 04:37:10
Bizerte,25.99,83,1008,1.03,0,2025-07-24 04:37:10
Beja,26.17,33,1009,1.77,0,2025-07-24 04:37:10
Jendouba,24.13,34,1010,1.05,0,2025-07-24 04:37:10
Kef,25.06,27,1011,3.32,0,2025-07-24 04:37:10
Siliana,25.45,23,1012,4.07,0,2025-07-24 04:37:10
Kasserine,28.08,22,1013,2.5,0,2025-07-24 04:37:10
Sidi Bouzid,28.49,39,1011,1.83,0,2025-07-24 04:37:10
Kairouan,29.01,34,1009,1.03,0,2025-07-24 04:37:10
Kébili,29.91,28,1010,1.53,0,2025-07-24 04:37:10
Tozeur,32.25,48,1010,9.26,0,2025-07-24 04:37:10
Gabès,25.99,57,1010,2.06,0,2025-07-24 04:37:10
Medenine,29.39,26,1011,2.44,0,2025-07-24 04:37:10
Tataouine,30.99,22,1011,4.03,0,2025-07-24 04:37:10
Mahdia,27.63,49,1010,4.36,0,2025-07-24 04:37:10
Monastir,29.91,48,1009,3.6,0,2025-07-24 04:37:11
Sousse,29.97,48,1009,3.6,0,2025-07-24 04:37:11
Sfax,26.08,78,1010,2.06,0,2025-07-24 04:37:11
Gafsa,30.13,32,1011,3.09,0,2025-07-24 04:37:11
