city,temperature,humidity,pressure,wind,precipitation,date
Tunis,19.99,49,1020,1.54,0,2026-02-24 15:54:40
Ariana,20.0,49,1020,1.54,0,2026-02-24 15:54:40
Ben Arous,19.6,46,1020,2.28,0,2026-02-24 15:54:40
Manouba,18.91,54,1020,2.45,0,2026-02-24 15:54:41
Nabeul,19.61,49,1020,0.91,0,2026-02-24 15:54:41
Zaghouan,19.03,38,1020,3.67,0,2026-02-24 15:54:41
Bizerte,18.99,37,1020,6.17,0,2026-02-24 15:54:41
Beja,18.66,58,1020,1.43,0,2026-02-24 15:54:41
Jendouba,22.13,58,1020,1.8,0,2026-02-24 15:54:41
Kef,18.45,40,1020,1.03,0,2026-02-24 15:54:41
Siliana,17.35,36,1020,3.15,0,2026-02-24 15:54:41
Kasserine,20.82,19,1019,2.09,0,2026-02-24 15:54:41
Sidi Bouzid,22.56,17,1019,4.15,0,2026-02-24 15:54:41
Kairouan,26.01,21,1019,1.03,0,2026-02-24 15:54:41
Kébili,21.08,22,1021,3.3,0,2026-02-24 15:54:41
Tozeur,23.25,23,1021,4.12,0,2026-02-24 15:54:41
Gabès,23.99,20,1020,8.23,0,2026-02-24 15:54:41
Medenine,24.17,14,1021,4.11,0,2026-02-24 15:54:41
Tataouine,20.1,17,1022,2.37,0,2026-02-24 15:54:41
Mahdia,17.09,50,1020,4.93,0,2026-02-24 15:54:41
Monastir,19.91,45,1020,4.12,0,2026-02-24 15:54:41
Sousse,19.97,45,1020,4.12,0,2026-02-24 15:54:41
Sfax,22.08,30,1020,4.63,0,2026-02-24 15:54:41
Gafsa,22.13,28,1020,5.66,0,2026-02-24 15:54:41
