city,temperature,humidity,pressure,wind,precipitation,date
Tunis,26.99,57,1016,2.57,0,2025-08-23 20:16:31
Ariana,27.0,57,1016,2.57,0,2025-08-23 20:16:31
Ben Arous,26.6,52,1016,2.41,0,2025-08-23 20:16:31
Manouba,24.41,61,1017,0.96,0,2025-08-23 20:16:31
Nabeul,25.11,66,1016,3.9,0,2025-08-23 20:16:31
Zaghouan,25.2,49,1016,0.77,0,2025-08-23 20:16:31
Bizerte,24.84,66,1016,4.48,0,2025-08-23 20:16:31
Beja,24.17,59,1017,0.59,0,2025-08-23 20:16:31
Jendouba,20.63,71,1017,1.18,0,2025-08-23 20:16:31
Kef,24.44,46,1017,3.78,0,2025-08-23 20:16:31
Siliana,22.68,59,1017,2.35,0,2025-08-23 20:16:31
Kasserine,23.6,69,1017,2.16,0,2025-08-23 20:16:31
Sidi Bouzid,26.82,56,1016,2.57,0,2025-08-23 20:16:31
Kairouan,27.95,55,1016,5.5,0,2025-08-23 20:16:32
Kébili,28.33,58,1013,9.54,0,2025-08-23 20:16:32
Tozeur,30.06,49,1013,10.22,0,2025-08-23 20:16:32
Gabès,27.0,67,1015,7.25,0,2025-08-23 20:16:32
Medenine,27.07,65,1015,7.03,0,2025-08-23 20:16:32
Tataouine,32.87,33,1013,7.62,0,2025-08-23 20:16:32
Mahdia,26.07,68,1015,5.33,0,2025-08-23 20:16:32
Monastir,26.91,65,1016,5.14,0,2025-08-23 20:16:32
Sousse,26.97,65,1016,5.14,0,2025-08-23 20:16:32
Sfax,27.62,62,1015,6.81,0,2025-08-23 20:16:32
Gafsa,26.86,52,1015,4.24,0,2025-08-23 20:16:32
