city,temperature,humidity,pressure,wind,precipitation,date
Tunis,22.99,73,1013,1.03,0,2025-07-23 04:38:27
Ariana,23.0,73,1013,1.03,0,2025-07-23 04:38:27
Ben Arous,22.6,54,1013,1.29,0,2025-07-23 04:38:27
Manouba,25.45,51,1013,0.87,0,2025-07-23 04:38:27
Nabeul,25.88,61,1013,0.47,0,2025-07-23 04:38:27
Zaghouan,25.33,50,1014,1.94,0,2025-07-23 04:38:27
Bizerte,20.99,88,1013,1.54,0,2025-07-23 04:38:27
Beja,24.96,47,1013,1.0,0,2025-07-23 04:38:27
Jendouba,23.09,47,1013,1.18,0,2025-07-23 04:38:27
Kef,24.61,47,1014,2.2,0,2025-07-23 04:38:27
Siliana,24.19,49,1015,2.52,0,2025-07-23 04:38:27
Kasserine,25.46,50,1015,1.25,0,2025-07-23 04:38:27
Sidi Bouzid,26.59,60,1014,0.81,0,2025-07-23 04:38:27
Kairouan,26.01,78,1013,1.03,0,2025-07-23 04:38:27
Kébili,28.73,41,1012,4.01,0,2025-07-23 04:38:27
Tozeur,31.25,37,1013,8.75,0,2025-07-23 04:38:27
Gabès,23.99,78,1014,1.54,0,2025-07-23 04:38:27
Medenine,27.36,68,1013,2.77,0,2025-07-23 04:38:27
Tataouine,30.68,20,1013,4.3,0,2025-07-23 04:38:27
Mahdia,26.17,65,1013,1.74,0,2025-07-23 04:38:27
Monastir,25.91,89,1013,0.0,0,2025-07-23 04:38:27
Sousse,25.97,89,1013,0.0,0,2025-07-23 04:38:27
Sfax,26.08,73,1013,2.57,0,2025-07-23 04:38:27
Gafsa,28.13,51,1014,5.14,0,2025-07-23 04:38:28
