city,temperature,humidity,pressure,wind,precipitation,date
Tunis,12.99,94,1020,1.03,0,2025-02-26 08:19:50
Ariana,13.0,94,1020,1.03,0,2025-02-26 08:19:50
Ben Arous,12.6,92,1021,2.5,0,2025-02-26 08:19:50
Manouba,10.7,94,1020,3.21,0,2025-02-26 08:19:50
Nabeul,13.91,75,1020,6.39,0,2025-02-26 08:19:50
Zaghouan,10.12,86,1021,2.52,0,2025-02-26 08:19:50
Bizerte,13.47,83,1019,10.95,0,2025-02-26 08:19:50
Beja,10.5,94,1020,1.87,0,2025-02-26 08:19:50
Jendouba,10.14,95,1020,0.6,0,2025-02-26 08:19:50
Kef,8.95,89,1021,0.5,0,2025-02-26 08:19:51
Siliana,8.68,82,1021,1.56,0,2025-02-26 08:19:51
Kasserine,12.54,45,1020,4.17,0,2025-02-26 08:19:51
Sidi Bouzid,14.2,44,1020,7.05,0,2025-02-26 08:19:51
Kairouan,15.11,61,1020,4.61,0,2025-02-26 08:19:51
Kébili,14.05,39,1022,4.99,0,2025-02-26 08:19:51
Tozeur,15.25,36,1021,9.77,0,2025-02-26 08:19:51
Gabès,13.99,47,1021,7.72,0,2025-02-26 08:19:51
Medenine,15.83,39,1023,5.16,0,2025-02-26 08:19:51
Tataouine,13.18,36,1024,4.06,0,2025-02-26 08:19:51
Mahdia,15.95,58,1019,3.87,0,2025-02-26 08:19:51
Monastir,13.91,82,1020,3.09,0,2025-02-26 08:19:51
Sousse,13.97,82,1020,3.09,0,2025-02-26 08:19:51
Sfax,15.08,55,1020,4.12,0,2025-02-26 08:19:51
Gafsa,14.13,47,1021,3.6,0,2025-02-26 08:19:51
