city,temperature,humidity,pressure,wind,precipitation,date
Tunis,22.99,73,1016,2.57,0.0,2025-09-24 07:15:55
Ariana,23.0,73,1016,2.57,0.0,2025-09-24 07:15:55
Ben Arous,22.6,78,1017,3.17,0.0,2025-09-24 07:15:55
Manouba,21.94,76,1017,4.03,0.14,2025-09-24 07:15:55
Nabeul,22.73,71,1016,6.49,0.0,2025-09-24 07:15:55
Zaghouan,19.75,78,1017,3.42,0.0,2025-09-24 07:15:55
Bizerte,22.51,72,1016,5.82,0.0,2025-09-24 07:15:55
Beja,19.7,81,1017,2.62,0.0,2025-09-24 07:15:55
Jendouba,17.65,87,1017,1.51,0.42,2025-09-24 07:15:55
Kef,17.3,75,1017,3.22,0.0,2025-09-24 07:15:55
Siliana,17.39,75,1017,2.12,0.14,2025-09-24 07:15:56
Kasserine,22.25,52,1016,1.73,0.0,2025-09-24 07:15:56
Sidi Bouzid,23.37,70,1015,0.75,0.0,2025-09-24 07:15:56
Kairouan,21.7,74,1016,4.04,1.07,2025-09-24 07:15:56
Kébili,27.69,41,1014,2.41,0.0,2025-09-24 07:15:56
Tozeur,26.72,58,1014,2.28,0.0,2025-09-24 07:15:56
Gabès,26.84,48,1014,2.49,0.0,2025-09-24 07:15:56
Medenine,28.02,43,1014,1.43,0.0,2025-09-24 07:15:56
Tataouine,28.76,22,1015,1.59,0.0,2025-09-24 07:15:56
Mahdia,23.79,69,1015,1.82,1.05,2025-09-24 07:15:56
Monastir,24.91,83,1016,1.54,0.0,2025-09-24 07:15:56
Sousse,24.97,83,1016,1.54,0.48,2025-09-24 07:15:56
Sfax,26.12,67,1015,3.37,0.0,2025-09-24 07:15:56
Gafsa,23.26,55,1015,1.53,0.0,2025-09-24 07:15:56
