city,temperature,humidity,pressure,wind,precipitation,date
Tunis,29.99,62,1018,1.54,0,2025-07-14 08:26:21
Ariana,30.0,62,1018,1.54,0,2025-07-14 08:26:21
Ben Arous,29.6,57,1018,2.63,0,2025-07-14 08:26:21
Manouba,31.18,52,1018,2.4,0,2025-07-14 08:26:21
Nabeul,30.64,57,1018,3.03,0,2025-07-14 08:26:21
Zaghouan,29.84,53,1018,1.2,0,2025-07-14 08:26:21
Bizerte,30.99,51,1018,3.09,0,2025-07-14 08:26:21
Beja,30.32,44,1018,0.74,0,2025-07-14 08:26:21
Jendouba,30.13,45,1018,0.67,0,2025-07-14 08:26:21
Kef,28.73,33,1019,3.18,0,2025-07-14 08:26:21
Siliana,29.63,29,1018,2.8,0,2025-07-14 08:26:21
Kasserine,33.03,18,1020,4.92,0,2025-07-14 08:26:21
Sidi Bouzid,35.44,22,1018,5.37,0,2025-07-14 08:26:21
Kairouan,32.01,40,1018,1.54,0,2025-07-14 08:26:21
Kébili,36.85,17,1018,4.24,0,2025-07-14 08:26:21
Tozeur,35.31,23,1018,3.16,0,2025-07-14 08:26:21
Gabès,33.98,40,1018,3.6,0,2025-07-14 08:26:21
Medenine,36.19,21,1017,2.06,0,2025-07-14 08:26:21
Tataouine,35.02,16,1019,5.33,0,2025-07-14 08:26:21
Mahdia,33.44,39,1017,4.57,0,2025-07-14 08:26:21
Monastir,28.91,58,1017,3.6,0,2025-07-14 08:26:21
Sousse,28.97,58,1017,3.6,0,2025-07-14 08:26:21
Sfax,35.08,41,1017,2.06,0,2025-07-14 08:26:21
Gafsa,36.13,23,1019,4.63,0,2025-07-14 08:26:21
