city,temperature,humidity,pressure,wind,precipitation,date
Tunis,11.99,82,1029,1.54,0,2025-02-05 18:20:01
Ariana,12.0,82,1029,1.54,0,2025-02-05 18:20:01
Ben Arous,11.6,80,1029,2.5,0,2025-02-05 18:20:02
Manouba,9.82,91,1029,2.45,0,2025-02-05 18:20:02
Nabeul,12.27,72,1028,4.73,0,2025-02-05 18:20:02
Zaghouan,9.29,83,1029,2.81,0,2025-02-05 18:20:02
Bizerte,11.99,87,1029,2.06,0,2025-02-05 18:20:02
Beja,9.37,92,1029,1.78,0,2025-02-05 18:20:02
Jendouba,11.13,94,1029,1.3,0,2025-02-05 18:20:02
Kef,7.82,86,1029,2.49,0,2025-02-05 18:20:02
Siliana,7.1,89,1029,2.36,0,2025-02-05 18:20:02
Kasserine,9.43,74,1028,2.63,0,2025-02-05 18:20:02
Sidi Bouzid,13.1,59,1027,2.28,0,2025-02-05 18:20:03
Kairouan,14.01,67,1028,1.03,0,2025-02-05 18:20:03
Kébili,15.38,50,1026,3.52,0,2025-02-05 18:20:03
Tozeur,13.25,76,1026,0.51,0,2025-02-05 18:20:03
Gabès,11.99,82,1027,2.57,0,2025-02-05 18:20:03
Medenine,13.81,78,1027,3.78,0,2025-02-05 18:20:03
Tataouine,13.65,59,1025,7.0,0,2025-02-05 18:20:03
Mahdia,13.68,78,1027,6.61,0,2025-02-05 18:20:03
Monastir,14.91,67,1028,5.66,0,2025-02-05 18:20:03
Sousse,14.97,67,1028,5.66,0,2025-02-05 18:20:04
Sfax,14.08,72,1027,3.6,0,2025-02-05 18:20:04
Gafsa,13.13,62,1027,2.57,0,2025-02-05 18:20:04
