city,temperature,humidity,pressure,wind,precipitation,date
Tunis,14.99,82,1018,2.06,0,2026-04-18 02:06:12
Ariana,15.0,82,1018,2.06,0,2026-04-18 02:06:12
Ben Arous,14.6,86,1018,2.89,0,2026-04-18 02:06:12
Manouba,10.89,91,1018,3.03,0,2026-04-18 02:06:12
Nabeul,13.57,83,1017,6.16,0,2026-04-18 02:06:12
Zaghouan,10.1,80,1018,3.71,0,2026-04-18 02:06:12
Bizerte,12.99,100,1017,2.57,0,2026-04-18 02:06:12
Beja,9.86,92,1019,2.48,0,2026-04-18 02:06:12
Jendouba,9.33,91,1020,1.56,0,2026-04-18 02:06:12
Kef,8.59,89,1019,1.6,0,2026-04-18 02:06:13
Siliana,7.99,83,1019,2.56,0,2026-04-18 02:06:13
Kasserine,11.09,79,1019,2.49,0,2026-04-18 02:06:13
Sidi Bouzid,13.88,61,1018,0.16,0,2026-04-18 02:06:13
Kairouan,15.01,67,1017,0.51,0,2026-04-18 02:06:13
Kébili,18.6,51,1017,3.42,0,2026-04-18 02:06:13
Tozeur,18.25,68,1017,6.17,0,2026-04-18 02:06:13
Gabès,13.99,82,1018,2.06,0,2026-04-18 02:06:13
Medenine,15.73,79,1017,2.64,0,2026-04-18 02:06:13
Tataouine,14.68,69,1017,2.97,0,2026-04-18 02:06:13
Mahdia,15.28,74,1017,6.24,0,2026-04-18 02:06:14
Monastir,15.91,82,1017,2.06,0,2026-04-18 02:06:14
Sousse,15.97,82,1017,2.06,0,2026-04-18 02:06:14
Sfax,16.82,65,1017,3.0,0,2026-04-18 02:06:14
Gafsa,15.17,63,1018,1.39,0,2026-04-18 02:06:14
