city,temperature,humidity,pressure,wind,precipitation,date
Tunis,26.99,54,1013,1.54,0,2025-07-13 03:37:58
Ariana,27.0,54,1013,1.54,0,2025-07-13 03:37:58
Ben Arous,26.6,66,1014,2.43,0,2025-07-13 03:37:58
Manouba,25.25,55,1014,2.3,0,2025-07-13 03:37:58
Nabeul,24.75,76,1015,6.82,0,2025-07-13 03:37:58
Zaghouan,23.07,65,1015,2.18,0,2025-07-13 03:37:58
Bizerte,25.99,65,1013,1.03,0,2025-07-13 03:37:58
Beja,24.58,59,1014,1.96,0,2025-07-13 03:37:58
Jendouba,21.13,64,1014,1.66,0,2025-07-13 03:37:58
Kef,22.87,56,1014,2.13,0,2025-07-13 03:37:58
Siliana,22.59,44,1015,2.42,0,2025-07-13 03:37:58
Kasserine,25.14,51,1016,2.05,0,2025-07-13 03:37:58
Sidi Bouzid,25.13,53,1015,1.3,0,2025-07-13 03:37:58
Kairouan,25.01,65,1014,1.54,0,2025-07-13 03:37:58
Kébili,28.67,31,1014,3.22,0,2025-07-13 03:37:58
Tozeur,36.25,38,1014,4.63,0,2025-07-13 03:37:58
Gabès,25.99,53,1015,5.14,0,2025-07-13 03:37:59
Medenine,26.84,38,1015,2.68,0,2025-07-13 03:37:59
Tataouine,27.42,29,1015,6.29,0,2025-07-13 03:37:59
Mahdia,25.42,68,1015,4.92,0,2025-07-13 03:37:59
Monastir,25.91,69,1015,3.09,0,2025-07-13 03:37:59
Sousse,25.97,69,1015,3.09,0,2025-07-13 03:37:59
Sfax,24.98,64,1015,4.59,0,2025-07-13 03:37:59
Gafsa,25.13,53,1015,5.14,0,2025-07-13 03:37:59
