city,temperature,humidity,pressure,wind,precipitation,date
Tunis,27.99,69,1014,2.57,0,2026-08-19 20:22:03
Ariana,28.0,69,1014,2.57,0,2026-08-19 20:22:03
Ben Arous,27.6,67,1015,2.38,0,2026-08-19 20:22:03
Manouba,27.64,66,1015,2.71,0,2026-08-19 20:22:03
Nabeul,27.9,70,1015,2.84,0,2026-08-19 20:22:03
Zaghouan,27.2,61,1015,1.44,0,2026-08-19 20:22:03
Bizerte,26.99,74,1014,0.0,0,2026-08-19 20:22:03
Beja,27.42,54,1016,1.42,0,2026-08-19 20:22:04
Jendouba,26.46,46,1016,0.68,0,2026-08-19 20:22:04
Kef,27.02,36,1017,1.94,0,2026-08-19 20:22:04
Siliana,25.34,40,1017,1.63,0,2026-08-19 20:22:04
Kasserine,28.2,32,1017,2.97,0,2026-08-19 20:22:04
Sidi Bouzid,29.14,53,1015,2.57,0,2026-08-19 20:22:04
Kairouan,31.01,42,1014,1.54,0,2026-08-19 20:22:04
Kébili,33.53,27,1013,1.16,0,2026-08-19 20:22:04
Tozeur,36.25,20,1012,1.54,0,2026-08-19 20:22:04
Gabès,30.99,55,1014,6.17,0,2026-08-19 20:22:04
Medenine,30.35,55,1015,5.32,0,2026-08-19 20:22:04
Tataouine,32.22,29,1014,5.63,0,2026-08-19 20:22:04
Mahdia,29.32,66,1015,3.01,0,2026-08-19 20:22:05
Monastir,29.91,70,1014,4.63,0,2026-08-19 20:22:05
Sousse,29.97,70,1014,4.63,0,2026-08-19 20:22:05
Sfax,30.08,62,1014,3.6,0,2026-08-19 20:22:05
Gafsa,33.13,49,1015,4.12,0,2026-08-19 20:22:05
