city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.99,56,1020,5.14,0,2025-04-29 14:16:46
Ariana,21.0,56,1020,5.14,0,2025-04-29 14:16:46
Ben Arous,20.6,57,1020,3.81,0,2025-04-29 14:16:46
Manouba,22.78,41,1019,4.49,0,2025-04-29 14:16:47
Nabeul,18.66,62,1020,5.39,0,2025-04-29 14:16:47
Zaghouan,19.76,48,1019,5.96,0,2025-04-29 14:16:47
Bizerte,20.99,56,1020,5.14,0,2025-04-29 14:16:47
Beja,22.14,42,1019,4.18,0,2025-04-29 14:16:47
Jendouba,22.13,46,1018,1.78,0,2025-04-29 14:16:47
Kef,18.94,45,1018,3.8,0,2025-04-29 14:16:47
Siliana,17.79,45,1019,3.15,0,2025-04-29 14:16:48
Kasserine,18.4,44,1019,3.8,0,2025-04-29 14:16:48
Sidi Bouzid,21.3,38,1019,3.88,0,2025-04-29 14:16:48
Kairouan,23.01,46,1019,2.06,0,2025-04-29 14:16:48
Kébili,25.4,28,1017,4.96,0,2025-04-29 14:16:48
Tozeur,25.25,31,1017,3.6,0,2025-04-29 14:16:48
Gabès,21.99,46,1019,7.2,0,2025-04-29 14:16:48
Medenine,22.19,43,1018,6.78,0,2025-04-29 14:16:49
Tataouine,25.18,27,1015,5.6,0,2025-04-29 14:16:49
Mahdia,19.1,61,1020,5.31,0,2025-04-29 14:16:49
Monastir,19.91,68,1020,4.63,0,2025-04-29 14:16:49
Sousse,19.97,68,1020,4.63,0,2025-04-29 14:16:49
Sfax,20.08,73,1019,6.17,0,2025-04-29 14:16:49
Gafsa,22.13,43,1018,4.63,0,2025-04-29 14:16:50
