city,temperature,humidity,pressure,wind,precipitation,date
Tunis,26.99,57,1013,1.54,0,2026-08-18 04:31:09
Ariana,27.0,57,1013,1.54,0,2026-08-18 04:31:09
Ben Arous,26.6,61,1014,2.68,0,2026-08-18 04:31:09
Manouba,23.82,62,1014,1.42,0,2026-08-18 04:31:09
Nabeul,25.17,65,1013,7.12,0,2026-08-18 04:31:09
Zaghouan,22.64,57,1014,2.79,0,2026-08-18 04:31:09
Bizerte,25.99,94,1013,3.6,0,2026-08-18 04:31:09
Beja,23.34,60,1014,1.68,0,2026-08-18 04:31:09
Jendouba,22.16,63,1015,1.58,0,2026-08-18 04:31:09
Kef,22.29,43,1015,1.18,0,2026-08-18 04:31:09
Siliana,21.43,46,1015,1.81,0,2026-08-18 04:31:09
Kasserine,24.42,39,1015,2.03,0,2026-08-18 04:31:09
Sidi Bouzid,26.48,52,1013,1.35,0,2026-08-18 04:31:09
Kairouan,28.01,57,1013,1.03,0,2026-08-18 04:31:09
Kébili,29.91,40,1011,4.23,0,2026-08-18 04:31:09
Tozeur,32.25,48,1011,3.6,0,2026-08-18 04:31:09
Gabès,25.99,65,1012,0.0,0,2026-08-18 04:31:09
Medenine,28.38,44,1012,2.65,0,2026-08-18 04:31:09
Tataouine,29.26,26,1013,3.35,0,2026-08-18 04:31:09
Mahdia,27.01,73,1012,4.1,0,2026-08-18 04:31:09
Monastir,28.91,89,1012,2.57,0,2026-08-18 04:31:09
Sousse,28.97,89,1013,2.57,0,2026-08-18 04:31:09
Sfax,27.08,94,1012,1.54,0,2026-08-18 04:31:09
Gafsa,27.13,57,1013,3.6,0,2026-08-18 04:31:09
