city,temperature,humidity,pressure,wind,precipitation,date
Tunis,16.99,72,1022,4.12,0,2025-02-11 14:14:09
Ariana,17.0,72,1022,4.12,0,2025-02-11 14:14:09
Ben Arous,16.6,64,1022,5.28,0,2025-02-11 14:14:09
Manouba,16.96,60,1021,6.34,0,2025-02-11 14:14:09
Nabeul,15.21,77,1023,6.35,0,2025-02-11 14:14:09
Zaghouan,14.48,62,1022,6.39,0,2025-02-11 14:14:09
Bizerte,16.13,69,1021,6.35,0,2025-02-11 14:14:09
Beja,17.43,54,1021,4.33,0,2025-02-11 14:14:09
Jendouba,16.8,49,1020,3.6,0,2025-02-11 14:14:09
Kef,15.61,40,1020,3.23,0,2025-02-11 14:14:09
Siliana,12.2,62,1021,5.25,0,2025-02-11 14:14:09
Kasserine,13.85,44,1021,3.71,0,2025-02-11 14:14:09
Sidi Bouzid,15.13,56,1022,2.12,0,2025-02-11 14:14:09
Kairouan,17.52,53,1022,3.74,0,2025-02-11 14:14:09
Kébili,15.88,49,1023,0.26,0,2025-02-11 14:14:09
Tozeur,16.54,45,1023,2.33,0,2025-02-11 14:14:09
Gabès,16.17,57,1023,1.18,0,2025-02-11 14:14:09
Medenine,17.48,49,1023,0.75,0,2025-02-11 14:14:09
Tataouine,16.23,36,1022,2.16,0,2025-02-11 14:14:10
Mahdia,16.23,68,1023,4.98,0,2025-02-11 14:14:10
Monastir,16.91,72,1023,2.57,0,2025-02-11 14:14:10
Sousse,16.97,72,1022,2.57,0,2025-02-11 14:14:10
Sfax,15.77,67,1023,3.9,0,2025-02-11 14:14:10
Gafsa,14.55,43,1022,2.4,0,2025-02-11 14:14:10
