city,temperature,humidity,pressure,wind,precipitation,date
Tunis,7.99,93,1026,0.51,0,2026-01-12 23:14:56
Ariana,8.0,93,1026,0.51,0,2026-01-12 23:14:56
Ben Arous,7.6,69,1027,2.6,0,2026-01-12 23:14:56
Manouba,7.36,72,1027,2.03,0,2026-01-12 23:14:56
Nabeul,12.31,65,1027,6.08,0,2026-01-12 23:14:56
Zaghouan,6.38,71,1027,2.73,0,2026-01-12 23:14:56
Bizerte,6.99,93,1026,1.03,0,2026-01-12 23:14:56
Beja,6.6,79,1026,1.23,0,2026-01-12 23:14:57
Jendouba,6.45,76,1026,1.56,0,2026-01-12 23:14:57
Kef,5.91,61,1027,2.32,0,2026-01-12 23:14:57
Siliana,4.86,67,1027,2.83,0,2026-01-12 23:14:57
Kasserine,5.38,62,1028,3.68,0,2026-01-12 23:14:57
Sidi Bouzid,8.14,61,1028,3.49,0,2026-01-12 23:14:57
Kairouan,7.01,76,1027,1.03,0,2026-01-12 23:14:57
Kébili,10.23,57,1029,3.25,0,2026-01-12 23:14:57
Tozeur,9.25,61,1029,0.0,0,2026-01-12 23:14:57
Gabès,5.99,93,1029,2.06,0,2026-01-12 23:14:57
Medenine,9.49,72,1029,1.28,0,2026-01-12 23:14:57
Tataouine,8.67,63,1029,4.75,0,2026-01-12 23:14:57
Mahdia,10.48,66,1028,4.87,0,2026-01-12 23:14:57
Monastir,7.91,81,1028,3.09,0,2026-01-12 23:14:57
Sousse,7.97,81,1028,3.09,0,2026-01-12 23:14:57
Sfax,8.08,76,1028,1.03,0,2026-01-12 23:14:57
Gafsa,7.13,70,1029,2.57,0,2026-01-12 23:14:57
