city,temperature,humidity,pressure,wind,precipitation,date
Tunis,11.99,82,1010,4.12,0,2025-03-29 06:20:12
Ariana,12.0,82,1009,4.12,0,2025-03-29 06:20:12
Ben Arous,11.6,84,1010,6.48,0,2025-03-29 06:20:13
Manouba,12.13,77,1010,7.87,0,2025-03-29 06:20:13
Nabeul,11.71,80,1009,10.33,0,2025-03-29 06:20:13
Zaghouan,8.53,85,1011,7.82,0,2025-03-29 06:20:13
Bizerte,14.99,72,1009,13.56,0,2025-03-29 06:20:13
Beja,10.92,84,1011,6.33,0,2025-03-29 06:20:13
Jendouba,11.13,93,1012,2.47,0,2025-03-29 06:20:13
Kef,7.02,85,1013,4.63,0,2025-03-29 06:20:13
Siliana,6.05,89,1012,7.41,0,2025-03-29 06:20:13
Kasserine,7.58,72,1013,4.6,0,2025-03-29 06:20:13
Sidi Bouzid,11.85,59,1012,3.05,0,2025-03-29 06:20:13
Kairouan,13.01,62,1011,2.57,0,2025-03-29 06:20:13
Kébili,14.6,45,1012,0.74,0,2025-03-29 06:20:13
Tozeur,15.25,58,1012,2.57,0,2025-03-29 06:20:13
Gabès,10.99,93,1011,1.03,0,2025-03-29 06:20:13
Medenine,14.9,67,1012,2.58,0,2025-03-29 06:20:13
Tataouine,15.66,34,1012,1.52,0,2025-03-29 06:20:13
Mahdia,12.45,69,1011,5.78,0,2025-03-29 06:20:14
Monastir,11.91,66,1010,3.09,0,2025-03-29 06:20:14
Sousse,11.97,66,1010,3.09,0,2025-03-29 06:20:14
Sfax,12.08,87,1011,1.54,0,2025-03-29 06:20:14
Gafsa,10.13,66,1012,0.51,0,2025-03-29 06:20:14
