city,temperature,humidity,pressure,wind,precipitation,date
Tunis,9.99,81,1023,4.12,0,2026-02-24 04:16:38
Ariana,10.0,81,1023,2.06,0,2026-02-24 04:16:38
Ben Arous,9.6,62,1023,2.12,0,2026-02-24 04:16:38
Manouba,7.38,56,1023,2.57,0,2026-02-24 04:16:38
Nabeul,12.03,53,1022,3.39,0,2026-02-24 04:16:38
Zaghouan,7.66,57,1023,1.93,0,2026-02-24 04:16:38
Bizerte,7.99,76,1022,0.0,0,2026-02-24 04:16:38
Beja,5.38,63,1024,1.98,0,2026-02-24 04:16:39
Jendouba,3.13,61,1023,1.0,0,2026-02-24 04:16:39
Kef,4.64,54,1023,1.87,0,2026-02-24 04:16:39
Siliana,5.55,49,1023,2.15,0,2026-02-24 04:16:39
Kasserine,9.19,38,1023,1.62,0,2026-02-24 04:16:39
Sidi Bouzid,11.55,40,1023,2.88,0,2026-02-24 04:16:39
Kairouan,11.56,52,1022,0.49,0,2026-02-24 04:16:39
Kébili,12.84,45,1025,3.17,0,2026-02-24 04:16:39
Tozeur,10.25,57,1024,3.6,0,2026-02-24 04:16:39
Gabès,7.99,71,1024,4.12,0,2026-02-24 04:16:39
Medenine,13.22,44,1024,3.49,0,2026-02-24 04:16:39
Tataouine,10.97,43,1025,1.57,0,2026-02-24 04:16:39
Mahdia,13.32,63,1022,1.77,0,2026-02-24 04:16:39
Monastir,9.91,81,1022,1.03,0,2026-02-24 04:16:39
Sousse,9.88,81,1022,1.03,0,2026-02-24 04:16:39
Sfax,8.08,66,1023,1.03,0,2026-02-24 04:16:39
Gafsa,6.12,70,1024,1.54,0,2026-02-24 04:16:39
