city,temperature,humidity,pressure,wind,precipitation,date
Tunis,19.99,68,1019,3.09,0,2025-10-29 08:23:27
Ariana,20.0,68,1019,3.09,0,2025-10-29 08:23:27
Ben Arous,19.6,52,1020,2.96,0,2025-10-29 08:23:27
Manouba,19.56,53,1019,3.68,0,2025-10-29 08:23:27
Nabeul,20.78,63,1021,7.17,0,2025-10-29 08:23:27
Zaghouan,17.46,53,1020,3.46,0,2025-10-29 08:23:27
Bizerte,18.99,77,1019,4.12,0,2025-10-29 08:23:27
Beja,17.94,59,1019,2.05,0,2025-10-29 08:23:27
Jendouba,14.13,62,1019,2.34,0,2025-10-29 08:23:28
Kef,16.12,58,1020,3.21,0,2025-10-29 08:23:28
Siliana,15.5,50,1020,3.48,0,2025-10-29 08:23:28
Kasserine,16.22,61,1021,3.0,0,2025-10-29 08:23:28
Sidi Bouzid,18.2,58,1021,2.09,0,2025-10-29 08:23:28
Kairouan,19.01,52,1021,1.54,0,2025-10-29 08:23:28
Kébili,19.43,64,1020,4.28,0,2025-10-29 08:23:28
Tozeur,20.25,64,1021,5.66,0,2025-10-29 08:23:28
Gabès,19.99,68,1021,3.6,0,2025-10-29 08:23:28
Medenine,21.99,58,1021,4.87,0,2025-10-29 08:23:29
Tataouine,21.01,61,1019,8.53,0,2025-10-29 08:23:29
Mahdia,21.45,60,1021,4.46,0,2025-10-29 08:23:29
Monastir,19.91,68,1021,2.57,0,2025-10-29 08:23:29
Sousse,19.97,68,1021,2.57,0,2025-10-29 08:23:29
Sfax,21.08,64,1021,2.06,0,2025-10-29 08:23:29
Gafsa,16.13,59,1022,3.6,0,2025-10-29 08:23:29
