city,temperature,humidity,pressure,wind,precipitation,date
Tunis,22.99,53,1016,5.14,0,2025-05-03 19:11:51
Ariana,23.0,53,1016,5.14,0,2025-05-03 19:11:51
Ben Arous,22.6,67,1017,4.27,0,2025-05-03 19:11:51
Manouba,21.11,68,1016,5.27,0,2025-05-03 19:11:51
Nabeul,18.96,68,1018,5.3,0,2025-05-03 19:11:51
Zaghouan,20.2,65,1017,1.4,0,2025-05-03 19:11:51
Bizerte,22.55,61,1014,7.34,0,2025-05-03 19:11:51
Beja,18.57,80,1016,0.13,0,2025-05-03 19:11:51
Jendouba,17.35,77,1016,1.21,0,2025-05-03 19:11:51
Kef,17.5,74,1017,2.9,0,2025-05-03 19:11:51
Siliana,17.62,76,1018,2.93,0,2025-05-03 19:11:52
Kasserine,23.26,45,1017,0.91,0,2025-05-03 19:11:52
Sidi Bouzid,24.18,38,1017,4.45,0,2025-05-03 19:11:52
Kairouan,24.01,52,1017,2.08,0,2025-05-03 19:11:52
Kébili,31.1,21,1013,5.47,0,2025-05-03 19:11:52
Tozeur,31.37,20,1013,6.18,0,2025-05-03 19:11:52
Gabès,23.68,44,1016,6.18,0,2025-05-03 19:11:52
Medenine,23.72,33,1016,5.83,0,2025-05-03 19:11:52
Tataouine,30.11,17,1014,2.37,0,2025-05-03 19:11:52
Mahdia,20.68,54,1019,3.37,0,2025-05-03 19:11:52
Monastir,21.91,64,1018,6.17,0,2025-05-03 19:11:52
Sousse,21.97,64,1018,6.17,0,2025-05-03 19:11:52
Sfax,21.72,50,1018,3.92,0,2025-05-03 19:11:52
Gafsa,26.92,29,1015,5.01,0,2025-05-03 19:11:52
