city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.99,56,1025,2.57,0,2026-04-06 16:42:26
Ariana,21.0,56,1025,2.57,0,2026-04-06 16:42:27
Ben Arous,20.6,51,1025,2.24,0,2026-04-06 16:42:27
Manouba,18.45,56,1025,3.35,0,2026-04-06 16:42:27
Nabeul,16.75,58,1026,2.76,0,2026-04-06 16:42:27
Zaghouan,18.27,48,1025,2.2,0,2026-04-06 16:42:27
Bizerte,19.99,49,1025,3.09,0,2026-04-06 16:42:27
Beja,18.76,55,1025,2.41,0,2026-04-06 16:42:27
Jendouba,22.13,59,1024,1.48,0,2026-04-06 16:42:27
Kef,17.26,51,1024,2.84,0,2026-04-06 16:42:27
Siliana,16.92,45,1025,2.83,0,2026-04-06 16:42:27
Kasserine,20.12,23,1024,3.2,0,2026-04-06 16:42:27
Sidi Bouzid,22.76,20,1024,1.67,0,2026-04-06 16:42:27
Kairouan,26.01,24,1024,4.12,0,2026-04-06 16:42:27
Kébili,23.49,21,1025,2.46,0,2026-04-06 16:42:28
Tozeur,25.25,22,1025,3.6,0,2026-04-06 16:42:28
Gabès,24.99,22,1025,3.6,0,2026-04-06 16:42:28
Medenine,20.19,27,1026,4.59,0,2026-04-06 16:42:28
Tataouine,20.83,22,1025,4.24,0,2026-04-06 16:42:28
Mahdia,17.68,56,1025,5.97,0,2026-04-06 16:42:28
Monastir,19.91,49,1025,5.14,0,2026-04-06 16:42:28
Sousse,19.97,49,1025,5.14,0,2026-04-06 16:42:28
Sfax,21.08,49,1025,5.66,0,2026-04-06 16:42:28
Gafsa,23.13,27,1024,5.14,0,2026-04-06 16:42:28
