city,temperature,humidity,pressure,wind,precipitation,date
Tunis,10.99,100,1027,2.57,0,2026-04-06 02:11:43
Ariana,11.0,100,1027,2.57,0,2026-04-06 02:11:43
Ben Arous,10.6,80,1027,1.85,0,2026-04-06 02:11:43
Manouba,8.53,77,1027,2.21,0,2026-04-06 02:11:43
Nabeul,11.54,81,1027,2.57,0,2026-04-06 02:11:43
Zaghouan,8.16,83,1027,1.1,0,2026-04-06 02:11:43
Bizerte,10.92,84,1027,2.71,0,2026-04-06 02:11:43
Beja,8.03,85,1027,1.72,0,2026-04-06 02:11:43
Jendouba,7.57,77,1027,0.83,0,2026-04-06 02:11:43
Kef,7.87,78,1027,1.53,0,2026-04-06 02:11:43
Siliana,7.25,80,1027,2.31,0,2026-04-06 02:11:44
Kasserine,9.41,64,1027,0.8,0,2026-04-06 02:11:44
Sidi Bouzid,11.99,70,1027,1.82,0,2026-04-06 02:11:44
Kairouan,12.86,70,1027,2.72,0,2026-04-06 02:11:44
Kébili,15.0,47,1027,2.33,0,2026-04-06 02:11:44
Tozeur,15.57,37,1027,2.46,0,2026-04-06 02:11:44
Gabès,14.46,64,1027,1.14,0,2026-04-06 02:11:44
Medenine,12.25,85,1027,1.7,0,2026-04-06 02:11:44
Tataouine,11.84,71,1027,3.3,0,2026-04-06 02:11:44
Mahdia,12.84,85,1027,2.38,0,2026-04-06 02:11:44
Monastir,11.91,94,1027,1.54,0,2026-04-06 02:11:44
Sousse,11.97,94,1027,1.54,0,2026-04-06 02:11:44
Sfax,14.37,73,1027,1.88,0,2026-04-06 02:11:44
Gafsa,12.1,60,1027,1.47,0,2026-04-06 02:11:45
