city,temperature,humidity,pressure,wind,precipitation,date
Tunis,24.99,38,1017,4.12,0,2025-04-30 13:26:09
Ariana,25.0,38,1017,4.12,0,2025-04-30 13:26:09
Ben Arous,24.6,37,1018,5.51,0,2025-04-30 13:26:09
Manouba,25.38,39,1017,5.5,0,2025-04-30 13:26:09
Nabeul,20.27,53,1019,4.82,0,2025-04-30 13:26:09
Zaghouan,22.43,40,1018,6.3,0,2025-04-30 13:26:09
Bizerte,24.99,50,1018,6.69,0,2025-04-30 13:26:10
Beja,25.73,38,1016,3.21,0,2025-04-30 13:26:10
Jendouba,25.13,41,1016,2.92,0,2025-04-30 13:26:10
Kef,22.96,40,1016,3.23,0,2025-04-30 13:26:10
Siliana,20.5,44,1017,5.35,0,2025-04-30 13:26:10
Kasserine,22.27,41,1017,5.92,0,2025-04-30 13:26:10
Sidi Bouzid,23.43,34,1018,4.49,0,2025-04-30 13:26:10
Kairouan,26.01,31,1018,2.06,0,2025-04-30 13:26:10
Kébili,25.5,26,1018,2.55,0,2025-04-30 13:26:10
Tozeur,26.25,29,1018,1.54,0,2025-04-30 13:26:10
Gabès,25.99,34,1019,1.54,0,2025-04-30 13:26:10
Medenine,25.73,27,1018,3.79,0,2025-04-30 13:26:10
Tataouine,26.39,21,1017,1.78,0,2025-04-30 13:26:10
Mahdia,22.4,49,1019,6.78,0,2025-04-30 13:26:10
Monastir,22.91,60,1019,6.69,0,2025-04-30 13:26:10
Sousse,22.97,60,1018,6.69,0,2025-04-30 13:26:11
Sfax,22.08,56,1019,4.63,0,2025-04-30 13:26:11
Gafsa,24.13,46,1018,3.09,0,2025-04-30 13:26:11
