city,temperature,humidity,pressure,wind,precipitation,date
Tunis,16.99,72,1003,2.06,0.0,2026-02-05 09:40:38
Ariana,17.0,72,1003,2.06,0.0,2026-02-05 09:40:38
Ben Arous,16.6,79,1003,1.96,0.0,2026-02-05 09:40:38
Manouba,14.24,79,1003,1.71,0.0,2026-02-05 09:40:38
Nabeul,14.42,77,1004,2.32,0.1,2026-02-05 09:40:38
Zaghouan,14.39,68,1003,2.09,0.0,2026-02-05 09:40:38
Bizerte,15.99,82,1003,5.66,0.0,2026-02-05 09:40:38
Beja,14.21,82,1003,3.64,0.0,2026-02-05 09:40:38
Jendouba,12.13,83,1003,2.69,0.0,2026-02-05 09:40:38
Kef,15.69,68,1004,7.95,0.0,2026-02-05 09:40:38
Siliana,13.57,75,1004,6.97,0.0,2026-02-05 09:40:38
Kasserine,17.61,54,1005,8.78,0.0,2026-02-05 09:40:38
Sidi Bouzid,18.85,54,1005,9.67,0.0,2026-02-05 09:40:38
Kairouan,20.01,52,1004,1.03,0.0,2026-02-05 09:40:38
Kébili,20.22,44,1009,8.12,0.0,2026-02-05 09:40:38
Tozeur,16.25,63,1008,4.63,0.0,2026-02-05 09:40:38
Gabès,18.99,42,1006,9.26,0.0,2026-02-05 09:40:38
Medenine,22.87,36,1007,12.1,0.0,2026-02-05 09:40:39
Tataouine,20.61,33,1011,6.73,0.0,2026-02-05 09:40:39
Mahdia,17.05,66,1004,2.55,0.0,2026-02-05 09:40:39
Monastir,16.91,67,1004,2.06,0.0,2026-02-05 09:40:39
Sousse,16.97,67,1004,2.06,0.0,2026-02-05 09:40:39
Sfax,19.08,52,1004,4.63,0.0,2026-02-05 09:40:39
Gafsa,14.13,72,1007,4.12,0.0,2026-02-05 09:40:39
