city,temperature,humidity,pressure,wind,precipitation,date
Tunis,25.99,94,1014,1.03,0,2026-08-15 01:02:06
Ariana,26.0,94,1015,1.03,0,2026-08-15 01:02:07
Ben Arous,25.6,78,1015,0.46,0,2026-08-15 01:02:07
Manouba,26.3,75,1015,1.49,0,2026-08-15 01:02:07
Nabeul,26.7,83,1014,0.62,0,2026-08-15 01:02:07
Zaghouan,25.2,74,1015,0.81,0,2026-08-15 01:02:07
Bizerte,25.99,89,1015,1.54,0,2026-08-15 01:02:07
Beja,26.31,63,1015,1.16,0,2026-08-15 01:02:07
Jendouba,25.19,53,1015,0.33,0,2026-08-15 01:02:07
Kef,24.5,55,1016,0.82,0,2026-08-15 01:02:07
Siliana,24.0,61,1016,1.44,0,2026-08-15 01:02:07
Kasserine,24.61,61,1017,1.38,0,2026-08-15 01:02:07
Sidi Bouzid,26.73,60,1015,1.59,0,2026-08-15 01:02:08
Kairouan,28.01,78,1015,1.03,0,2026-08-15 01:02:08
Kébili,29.34,42,1012,4.32,0,2026-08-15 01:02:08
Tozeur,32.25,43,1012,9.26,0,2026-08-15 01:02:08
Gabès,27.99,78,1014,0.0,0,2026-08-15 01:02:08
Medenine,27.57,65,1013,2.39,0,2026-08-15 01:02:08
Tataouine,29.38,38,1013,5.14,0,2026-08-15 01:02:08
Mahdia,27.09,81,1014,0.09,0,2026-08-15 01:02:08
Monastir,27.91,83,1014,2.06,0,2026-08-15 01:02:08
Sousse,27.97,83,1014,2.06,0,2026-08-15 01:02:08
Sfax,29.08,79,1014,1.03,0,2026-08-15 01:02:08
Gafsa,29.13,48,1015,2.57,0,2026-08-15 01:02:09
