city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.99,73,1022,3.6,0,2025-11-13 19:13:33
Ariana,21.0,73,1022,3.6,0,2025-11-13 19:13:33
Ben Arous,20.6,42,1022,5.13,0,2025-11-13 19:13:33
Manouba,19.09,36,1021,5.21,0,2025-11-13 19:13:33
Nabeul,20.66,68,1023,10.27,0,2025-11-13 19:13:33
Zaghouan,16.2,45,1023,5.41,0,2025-11-13 19:13:33
Bizerte,18.99,88,1021,4.12,0,2025-11-13 19:13:33
Beja,17.11,42,1021,1.74,0,2025-11-13 19:13:33
Jendouba,13.13,38,1021,1.73,0,2025-11-13 19:13:34
Kef,16.82,39,1022,4.43,0,2025-11-13 19:13:34
Siliana,14.02,43,1023,4.55,0,2025-11-13 19:13:34
Kasserine,14.52,45,1024,3.52,0,2025-11-13 19:13:34
Sidi Bouzid,17.58,37,1024,2.13,0,2025-11-13 19:13:34
Kairouan,18.43,52,1023,6.4,0,2025-11-13 19:13:34
Kébili,20.19,31,1023,3.02,0,2025-11-13 19:13:34
Tozeur,20.25,32,1023,2.57,0,2025-11-13 19:13:34
Gabès,14.99,63,1024,2.06,0,2025-11-13 19:13:34
Medenine,18.25,56,1025,4.15,0,2025-11-13 19:13:34
Tataouine,18.46,22,1023,3.66,0,2025-11-13 19:13:34
Mahdia,19.33,66,1024,5.69,0,2025-11-13 19:13:34
Monastir,18.91,63,1024,4.63,0,2025-11-13 19:13:34
Sousse,18.97,63,1024,4.63,0,2025-11-13 19:13:34
Sfax,20.08,64,1024,2.57,0,2025-11-13 19:13:34
Gafsa,16.13,41,1024,1.54,0,2025-11-13 19:13:34
