city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.99,83,1014,3.09,0,2025-10-16 03:01:00
Ariana,21.0,83,1014,3.09,0,2025-10-16 03:01:01
Ben Arous,20.6,81,1014,3.85,0,2025-10-16 03:01:01
Manouba,18.7,81,1014,2.64,0,2025-10-16 03:01:01
Nabeul,20.04,79,1013,7.05,0,2025-10-16 03:01:01
Zaghouan,16.83,84,1014,3.25,0,2025-10-16 03:01:01
Bizerte,18.99,94,1013,1.54,0,2025-10-16 03:01:01
Beja,17.58,86,1014,2.51,0,2025-10-16 03:01:01
Jendouba,18.13,95,1015,1.05,0,2025-10-16 03:01:01
Kef,15.52,84,1015,0.62,0,2025-10-16 03:01:01
Siliana,14.02,93,1015,1.58,0,2025-10-16 03:01:01
Kasserine,17.1,75,1014,2.56,0,2025-10-16 03:01:01
Sidi Bouzid,19.72,73,1013,2.49,0,2025-10-16 03:01:01
Kairouan,18.01,88,1013,1.03,0,2025-10-16 03:01:01
Kébili,21.3,60,1011,5.03,0,2025-10-16 03:01:01
Tozeur,23.25,56,1011,5.14,0,2025-10-16 03:01:01
Gabès,19.99,83,1011,4.12,0,2025-10-16 03:01:01
Medenine,22.7,45,1011,0.6,0,2025-10-16 03:01:02
Tataouine,23.45,28,1012,4.41,0,2025-10-16 03:01:02
Mahdia,22.44,67,1013,6.06,0,2025-10-16 03:01:02
Monastir,19.91,83,1013,3.09,0,2025-10-16 03:01:02
Sousse,19.97,83,1013,3.09,0,2025-10-16 03:01:02
Sfax,20.08,83,1012,2.06,0,2025-10-16 03:01:02
Gafsa,19.13,77,1013,6.69,0,2025-10-16 03:01:02
