city,temperature,humidity,pressure,wind,precipitation,date
Tunis,18.99,77,1001,6.17,0,2025-03-14 18:20:21
Ariana,19.0,77,1001,6.17,0,2025-03-14 18:20:21
Ben Arous,18.6,32,1002,3.22,0,2025-03-14 18:20:21
Manouba,20.61,33,1001,4.46,0,2025-03-14 18:20:21
Nabeul,22.45,36,1002,7.7,0,2025-03-14 18:20:21
Zaghouan,19.86,29,1003,3.43,0,2025-03-14 18:20:21
Bizerte,16.99,94,1002,2.57,0,2025-03-14 18:20:21
Beja,17.03,48,1002,1.6,0,2025-03-14 18:20:21
Jendouba,17.13,86,1003,2.78,0,2025-03-14 18:20:22
Kef,19.57,23,1002,7.66,0,2025-03-14 18:20:22
Siliana,19.08,20,1003,8.71,0,2025-03-14 18:20:22
Kasserine,20.75,23,1003,12.48,0,2025-03-14 18:20:22
Sidi Bouzid,25.07,21,1003,9.88,0,2025-03-14 18:20:22
Kairouan,29.01,15,1003,2.57,0,2025-03-14 18:20:22
Kébili,27.68,18,1004,4.96,0,2025-03-14 18:20:22
Tozeur,29.25,16,1003,5.14,0,2025-03-14 18:20:22
Gabès,27.99,16,1004,6.69,0,2025-03-14 18:20:22
Medenine,29.37,10,1006,5.53,0,2025-03-14 18:20:22
Tataouine,26.81,12,1007,5.44,0,2025-03-14 18:20:22
Mahdia,26.46,26,1003,7.93,0,2025-03-14 18:20:23
Monastir,28.91,18,1003,6.69,0,2025-03-14 18:20:23
Sousse,28.97,18,1003,6.69,0,2025-03-14 18:20:23
Sfax,26.08,31,1004,2.57,0,2025-03-14 18:20:23
Gafsa,27.13,19,1004,10.29,0,2025-03-14 18:20:23
