city,temperature,humidity,pressure,wind,precipitation,date
Tunis,18.99,59,1010,3.09,0,2025-12-03 12:38:24
Ariana,19.0,59,1010,3.09,0,2025-12-03 12:38:24
Ben Arous,18.6,42,1010,1.22,0,2025-12-03 12:38:24
Manouba,18.11,43,1010,2.15,0,2025-12-03 12:38:24
Nabeul,16.59,62,1011,2.01,0,2025-12-03 12:38:24
Zaghouan,16.16,45,1010,2.32,0,2025-12-03 12:38:24
Bizerte,17.99,68,1010,2.06,0,2025-12-03 12:38:25
Beja,16.97,47,1010,1.45,0,2025-12-03 12:38:25
Jendouba,15.13,46,1010,1.15,0,2025-12-03 12:38:25
Kef,14.6,36,1010,3.01,0,2025-12-03 12:38:25
Siliana,14.83,32,1010,3.62,0,2025-12-03 12:38:25
Kasserine,16.37,27,1010,5.22,0,2025-12-03 12:38:25
Sidi Bouzid,17.87,28,1010,6.14,0,2025-12-03 12:38:25
Kairouan,20.01,40,1010,1.03,0,2025-12-03 12:38:25
Kébili,17.63,32,1012,5.0,0,2025-12-03 12:38:25
Tozeur,19.25,27,1012,5.66,0,2025-12-03 12:38:25
Gabès,18.99,39,1011,5.14,0,2025-12-03 12:38:25
Medenine,19.63,36,1012,5.6,0,2025-12-03 12:38:25
Tataouine,17.43,34,1013,2.9,0,2025-12-03 12:38:25
Mahdia,18.39,54,1011,2.0,0,2025-12-03 12:38:25
Monastir,18.91,55,1011,2.06,0,2025-12-03 12:38:25
Sousse,18.97,55,1011,2.06,0,2025-12-03 12:38:25
Sfax,20.08,49,1011,2.57,0,2025-12-03 12:38:26
Gafsa,17.13,45,1011,5.66,0,2025-12-03 12:38:26
