city,temperature,humidity,pressure,wind,precipitation,date
Tunis,16.1,74,1016,1.71,0,2025-05-13 05:16:31
Ariana,15.16,82,1016,1.66,0,2025-05-13 05:16:31
Ben Arous,15.6,75,1016,1.59,0,2025-05-13 05:16:31
Manouba,14.51,77,1016,1.77,0,2025-05-13 05:16:31
Nabeul,16.24,75,1016,3.76,0,2025-05-13 05:16:31
Zaghouan,14.59,69,1016,1.42,0,2025-05-13 05:16:31
Bizerte,15.83,88,1016,3.38,0,2025-05-13 05:16:31
Beja,13.48,82,1017,1.39,0,2025-05-13 05:16:31
Jendouba,12.68,78,1016,0.93,0,2025-05-13 05:16:31
Kef,13.31,68,1017,1.59,0,2025-05-13 05:16:31
Siliana,12.86,64,1017,1.22,0,2025-05-13 05:16:32
Kasserine,14.7,76,1017,0.84,0,2025-05-13 05:16:32
Sidi Bouzid,17.57,72,1017,0.83,0,2025-05-13 05:16:32
Kairouan,18.81,72,1016,0.88,0,2025-05-13 05:16:32
Kébili,20.29,63,1014,7.16,0,2025-05-13 05:16:32
Tozeur,20.15,58,1015,7.68,0,2025-05-13 05:16:32
Gabès,19.83,73,1016,4.06,0,2025-05-13 05:16:32
Medenine,18.64,78,1016,2.85,0,2025-05-13 05:16:32
Tataouine,18.94,64,1015,4.54,0,2025-05-13 05:16:32
Mahdia,18.67,67,1016,3.12,0,2025-05-13 05:16:32
Monastir,19.11,63,1016,2.36,0,2025-05-13 05:16:32
Sousse,19.25,57,1016,1.8,0,2025-05-13 05:16:32
Sfax,19.71,71,1016,0.33,0,2025-05-13 05:16:32
Gafsa,17.23,66,1016,2.64,0,2025-05-13 05:16:32
