city,temperature,humidity,pressure,wind,precipitation,date
Tunis,18.99,68,1014,2.57,0.0,2025-11-07 19:13:59
Ariana,19.0,68,1014,2.57,0.0,2025-11-07 19:13:59
Ben Arous,18.6,73,1015,3.62,0.0,2025-11-07 19:14:00
Manouba,16.64,71,1015,4.42,0.0,2025-11-07 19:14:00
Nabeul,17.59,70,1014,5.11,0.0,2025-11-07 19:14:00
Zaghouan,14.53,73,1015,2.5,0.0,2025-11-07 19:14:00
Bizerte,15.99,94,1014,5.66,0.0,2025-11-07 19:14:00
Beja,15.32,78,1015,3.58,0.0,2025-11-07 19:14:00
Jendouba,17.13,88,1016,1.02,0.0,2025-11-07 19:14:00
Kef,13.37,72,1016,3.06,0.0,2025-11-07 19:14:00
Siliana,11.98,79,1016,1.81,0.0,2025-11-07 19:14:00
Kasserine,16.17,53,1015,3.83,0.0,2025-11-07 19:14:00
Sidi Bouzid,18.65,71,1014,1.31,0.58,2025-11-07 19:14:00
Kairouan,19.01,55,1015,0.0,0.0,2025-11-07 19:14:01
Kébili,20.62,30,1014,4.13,0.0,2025-11-07 19:14:01
Tozeur,21.25,32,1014,6.17,0.0,2025-11-07 19:14:01
Gabès,18.99,42,1014,1.54,0.0,2025-11-07 19:14:01
Medenine,21.64,73,1014,2.06,0.0,2025-11-07 19:14:01
Tataouine,20.16,38,1015,4.01,0.0,2025-11-07 19:14:01
Mahdia,19.2,64,1015,2.01,0.0,2025-11-07 19:14:01
Monastir,19.91,68,1015,0.51,0.0,2025-11-07 19:14:01
Sousse,19.97,68,1015,0.51,0.0,2025-11-07 19:14:01
Sfax,20.08,68,1015,3.6,0.0,2025-11-07 19:14:01
Gafsa,17.96,28,1014,2.31,0.0,2025-11-07 19:14:01
