city,temperature,humidity,pressure,wind,precipitation,date
Tunis,13.99,88,1015,3.09,0.0,2025-11-19 07:17:15
Ariana,14.0,88,1014,3.09,0.0,2025-11-19 07:17:15
Ben Arous,13.6,80,1015,2.47,0.0,2025-11-19 07:17:16
Manouba,12.78,82,1015,2.73,0.0,2025-11-19 07:17:16
Nabeul,15.19,73,1015,2.48,0.0,2025-11-19 07:17:16
Zaghouan,11.76,82,1015,2.36,0.0,2025-11-19 07:17:16
Bizerte,12.99,82,1014,3.6,0.0,2025-11-19 07:17:16
Beja,12.25,85,1015,2.53,0.0,2025-11-19 07:17:16
Jendouba,10.13,88,1015,1.64,0.0,2025-11-19 07:17:16
Kef,9.64,89,1016,1.19,0.0,2025-11-19 07:17:16
Siliana,9.48,88,1016,1.14,0.0,2025-11-19 07:17:16
Kasserine,11.85,84,1015,2.07,0.0,2025-11-19 07:17:16
Sidi Bouzid,14.15,71,1015,4.01,0.0,2025-11-19 07:17:16
Kairouan,16.01,67,1015,1.03,0.0,2025-11-19 07:17:16
Kébili,16.04,79,1013,3.74,1.3,2025-11-19 07:17:16
Tozeur,15.25,82,1012,4.63,0.0,2025-11-19 07:17:16
Gabès,15.99,77,1014,2.06,0.94,2025-11-19 07:17:16
Medenine,20.65,71,1013,6.52,0.0,2025-11-19 07:17:16
Tataouine,17.9,74,1011,9.3,0.0,2025-11-19 07:17:17
Mahdia,17.32,69,1014,7.28,0.0,2025-11-19 07:17:17
Monastir,17.91,72,1015,4.63,0.0,2025-11-19 07:17:17
Sousse,17.97,72,1015,4.63,0.0,2025-11-19 07:17:17
Sfax,15.08,94,1014,4.12,0.0,2025-11-19 07:17:17
Gafsa,13.13,94,1015,6.69,0.0,2025-11-19 07:17:17
