city,temperature,humidity,pressure,wind,precipitation,date
Tunis,13.99,72,1016,5.14,0.2,2026-01-10 10:18:21
Ariana,14.0,72,1016,5.14,0.34,2026-01-10 10:18:21
Ben Arous,13.6,60,1016,9.84,0.0,2026-01-10 10:18:21
Manouba,13.41,58,1016,9.89,0.0,2026-01-10 10:18:21
Nabeul,14.24,56,1016,12.36,0.0,2026-01-10 10:18:21
Zaghouan,11.11,61,1017,12.12,0.0,2026-01-10 10:18:21
Bizerte,13.99,67,1015,8.23,0.36,2026-01-10 10:18:21
Beja,12.01,64,1017,10.81,0.12,2026-01-10 10:18:21
Jendouba,12.13,71,1018,10.27,0.29,2026-01-10 10:18:21
Kef,8.53,66,1019,11.92,0.0,2026-01-10 10:18:21
Siliana,7.55,71,1018,14.23,0.0,2026-01-10 10:18:21
Kasserine,10.38,49,1019,13.17,0.0,2026-01-10 10:18:21
Sidi Bouzid,14.05,48,1019,7.96,0.0,2026-01-10 10:18:21
Kairouan,17.01,36,1018,3.09,0.0,2026-01-10 10:18:21
Kébili,11.77,50,1021,3.55,0.0,2026-01-10 10:18:22
Tozeur,8.25,71,1020,4.12,0.0,2026-01-10 10:18:22
Gabès,10.99,54,1020,8.23,0.0,2026-01-10 10:18:22
Medenine,14.61,26,1020,7.54,0.0,2026-01-10 10:18:22
Tataouine,10.77,25,1022,5.96,0.0,2026-01-10 10:18:22
Mahdia,15.12,51,1017,11.94,0.0,2026-01-10 10:18:22
Monastir,15.91,48,1017,9.26,0.0,2026-01-10 10:18:22
Sousse,15.88,44,1017,5.66,0.0,2026-01-10 10:18:22
Sfax,16.09,42,1018,8.07,0.0,2026-01-10 10:18:22
Gafsa,12.68,46,1020,3.98,0.0,2026-01-10 10:18:22
