city,temperature,humidity,pressure,wind,precipitation,date
Tunis,11.99,87,1018,1.54,0,2026-04-24 02:26:33
Ariana,12.0,87,1019,1.54,0,2026-04-24 02:26:33
Ben Arous,11.6,76,1019,1.11,0,2026-04-24 02:26:33
Manouba,10.11,86,1019,1.17,0,2026-04-24 02:26:33
Nabeul,12.42,75,1018,4.29,0,2026-04-24 02:26:33
Zaghouan,9.65,86,1019,1.66,0,2026-04-24 02:26:33
Bizerte,10.99,93,1019,1.54,0,2026-04-24 02:26:33
Beja,9.37,93,1019,1.38,0,2026-04-24 02:26:34
Jendouba,11.13,95,1019,1.69,0,2026-04-24 02:26:34
Kef,8.86,97,1018,2.67,0,2026-04-24 02:26:34
Siliana,8.9,92,1018,1.51,0,2026-04-24 02:26:34
Kasserine,13.44,83,1017,3.1,0,2026-04-24 02:26:34
Sidi Bouzid,15.09,71,1017,6.1,0,2026-04-24 02:26:34
Kairouan,15.01,77,1018,2.06,0,2026-04-24 02:26:34
Kébili,17.62,74,1015,6.24,0,2026-04-24 02:26:34
Tozeur,18.25,77,1015,8.75,0,2026-04-24 02:26:34
Gabès,15.99,88,1016,3.6,0,2026-04-24 02:26:34
Medenine,17.31,75,1015,4.24,0,2026-04-24 02:26:35
Tataouine,15.54,82,1014,6.67,0,2026-04-24 02:26:35
Mahdia,15.11,66,1017,5.46,0,2026-04-24 02:26:35
Monastir,15.91,67,1017,6.69,0,2026-04-24 02:26:35
Sousse,15.88,67,1018,6.69,0,2026-04-24 02:26:35
Sfax,16.24,61,1017,5.96,0,2026-04-24 02:26:35
Gafsa,15.13,88,1016,5.66,0,2026-04-24 02:26:35
