city,temperature,humidity,pressure,wind,precipitation,date
Tunis,19.99,83,1013,2.57,0,2025-10-30 05:16:43
Ariana,20.0,83,1013,2.57,0,2025-10-30 05:16:43
Ben Arous,19.6,90,1013,2.68,0,2025-10-30 05:16:43
Manouba,15.48,80,1013,3.56,0,2025-10-30 05:16:43
Nabeul,16.63,83,1014,8.0,0,2025-10-30 05:16:43
Zaghouan,12.42,97,1014,2.96,0,2025-10-30 05:16:43
Bizerte,17.99,82,1012,3.09,0,2025-10-30 05:16:43
Beja,13.73,53,1014,2.37,0,2025-10-30 05:16:43
Jendouba,16.13,55,1014,1.19,0,2025-10-30 05:16:43
Kef,11.93,54,1015,3.14,0,2025-10-30 05:16:43
Siliana,11.65,54,1015,3.21,0,2025-10-30 05:16:43
Kasserine,13.69,61,1016,2.87,0,2025-10-30 05:16:43
Sidi Bouzid,15.99,86,1015,2.68,0,2025-10-30 05:16:43
Kairouan,17.01,88,1014,1.03,0,2025-10-30 05:16:43
Kébili,19.03,73,1015,1.85,0,2025-10-30 05:16:44
Tozeur,18.25,59,1015,2.06,0,2025-10-30 05:16:44
Gabès,17.99,94,1015,2.06,0,2025-10-30 05:16:44
Medenine,20.72,61,1013,2.43,0,2025-10-30 05:16:44
Tataouine,18.3,74,1015,1.83,0,2025-10-30 05:16:44
Mahdia,18.78,85,1015,4.27,0,2025-10-30 05:16:44
Monastir,18.91,94,1015,2.06,0,2025-10-30 05:16:44
Sousse,18.97,94,1014,2.06,0,2025-10-30 05:16:44
Sfax,20.08,100,1015,2.57,0,2025-10-30 05:16:44
Gafsa,14.13,72,1015,3.09,0,2025-10-30 05:16:44
