city,temperature,humidity,pressure,wind,precipitation,date
Tunis,15.99,100,1020,1.54,0,2025-11-02 06:23:41
Ariana,16.0,100,1020,1.54,0,2025-11-02 06:23:41
Ben Arous,15.6,81,1020,0.86,0,2025-11-02 06:23:41
Manouba,15.27,80,1020,1.51,0,2025-11-02 06:23:41
Nabeul,17.32,82,1020,1.09,0,2025-11-02 06:23:41
Zaghouan,13.88,75,1020,0.91,0,2025-11-02 06:23:41
Bizerte,12.99,100,1019,1.03,0,2025-11-02 06:23:41
Beja,15.02,72,1020,1.22,0,2025-11-02 06:23:41
Jendouba,9.13,68,1020,0.67,0,2025-11-02 06:23:41
Kef,15.01,55,1020,1.9,0,2025-11-02 06:23:41
Siliana,13.45,58,1020,1.9,0,2025-11-02 06:23:41
Kasserine,14.64,59,1020,1.28,0,2025-11-02 06:23:41
Sidi Bouzid,16.49,84,1020,1.11,0,2025-11-02 06:23:41
Kairouan,15.01,77,1020,1.03,0,2025-11-02 06:23:41
Kébili,19.23,61,1020,2.58,0,2025-11-02 06:23:41
Tozeur,18.25,77,1019,5.14,0,2025-11-02 06:23:41
Gabès,11.99,87,1020,2.06,0,2025-11-02 06:23:41
Medenine,18.47,71,1020,1.15,0,2025-11-02 06:23:41
Tataouine,17.07,78,1020,3.41,0,2025-11-02 06:23:41
Mahdia,18.32,88,1020,1.65,0,2025-11-02 06:23:41
Monastir,15.91,94,1020,0.51,0,2025-11-02 06:23:41
Sousse,15.97,94,1020,0.51,0,2025-11-02 06:23:41
Sfax,15.08,100,1020,1.03,0,2025-11-02 06:23:41
Gafsa,16.11,70,1020,0.58,0,2025-11-02 06:23:41
