city,temperature,humidity,pressure,wind,precipitation,date
Tunis,16.99,77,1014,1.54,0,2025-03-02 09:14:05
Ariana,17.0,77,1014,1.54,0,2025-03-02 09:14:05
Ben Arous,16.6,80,1014,4.08,0,2025-03-02 09:14:05
Manouba,14.48,88,1014,2.66,0,2025-03-02 09:14:05
Nabeul,16.47,80,1013,9.66,0,2025-03-02 09:14:05
Zaghouan,13.43,87,1013,2.62,0,2025-03-02 09:14:05
Bizerte,15.75,82,1014,4.92,0,2025-03-02 09:14:05
Beja,15.37,68,1014,1.61,0,2025-03-02 09:14:05
Jendouba,14.76,68,1014,2.57,0,2025-03-02 09:14:05
Kef,12.33,65,1014,3.4,0,2025-03-02 09:14:05
Siliana,9.76,77,1014,3.17,0,2025-03-02 09:14:05
Kasserine,13.41,47,1012,6.7,0,2025-03-02 09:14:05
Sidi Bouzid,15.36,68,1010,9.67,0,2025-03-02 09:14:05
Kairouan,16.39,77,1012,6.64,0,2025-03-02 09:14:06
Kébili,17.89,38,1008,7.85,0,2025-03-02 09:14:06
Tozeur,19.48,31,1010,8.3,0,2025-03-02 09:14:06
Gabès,16.84,66,1009,7.33,0,2025-03-02 09:14:06
Medenine,22.55,18,1008,8.72,0,2025-03-02 09:14:06
Tataouine,19.52,18,1010,8.11,0,2025-03-02 09:14:06
Mahdia,17.78,68,1010,8.94,0,2025-03-02 09:14:06
Monastir,17.91,77,1012,6.17,0,2025-03-02 09:14:06
Sousse,17.97,77,1012,6.17,0,2025-03-02 09:14:06
Sfax,17.97,63,1009,4.98,0,2025-03-02 09:14:06
Gafsa,17.13,55,1010,8.23,0,2025-03-02 09:14:06
