city,temperature,humidity,pressure,wind,precipitation,date
Tunis,18.99,59,1016,2.06,0,2026-05-12 02:44:07
Ariana,19.0,59,1016,2.06,0,2026-05-12 02:44:08
Ben Arous,18.6,71,1017,2.38,0,2026-05-12 02:44:08
Manouba,14.66,77,1016,2.31,0,2026-05-12 02:44:08
Nabeul,17.48,69,1016,5.52,0,2026-05-12 02:44:08
Zaghouan,14.7,64,1017,2.44,0,2026-05-12 02:44:08
Bizerte,17.99,82,1016,5.14,0,2026-05-12 02:44:08
Beja,13.68,75,1017,1.9,0,2026-05-12 02:44:08
Jendouba,13.11,84,1017,1.48,0,2026-05-12 02:44:08
Kef,13.67,74,1017,0.73,0,2026-05-12 02:44:08
Siliana,13.73,65,1017,1.52,0,2026-05-12 02:44:08
Kasserine,20.35,27,1015,1.48,0,2026-05-12 02:44:08
Sidi Bouzid,19.35,46,1015,3.33,0,2026-05-12 02:44:08
Kairouan,20.01,56,1016,1.03,0,2026-05-12 02:44:09
Kébili,27.59,10,1012,2.13,0,2026-05-12 02:44:09
Tozeur,26.25,31,1012,6.69,0,2026-05-12 02:44:09
Gabès,21.99,28,1014,2.06,0,2026-05-12 02:44:09
Medenine,24.37,30,1013,1.14,0,2026-05-12 02:44:09
Tataouine,29.15,7,1014,3.31,0,2026-05-12 02:44:09
Mahdia,18.38,78,1015,4.79,0,2026-05-12 02:44:09
Monastir,17.91,68,1016,2.57,0,2026-05-12 02:44:09
Sousse,17.97,68,1016,2.57,0,2026-05-12 02:44:09
Sfax,20.08,68,1015,3.09,0,2026-05-12 02:44:09
Gafsa,18.13,45,1014,3.6,0,2026-05-12 02:44:09
