city,temperature,humidity,pressure,wind,precipitation,date
Tunis,12.99,100,1010,2.06,0.11,2025-12-21 08:22:31
Ariana,13.0,100,1010,2.06,0.0,2025-12-21 08:22:31
Ben Arous,12.6,84,1010,2.0,0.0,2025-12-21 08:22:31
Manouba,12.81,80,1010,1.68,0.0,2025-12-21 08:22:31
Nabeul,14.37,83,1010,3.11,0.0,2025-12-21 08:22:31
Zaghouan,11.59,80,1010,1.65,0.0,2025-12-21 08:22:31
Bizerte,13.99,100,1010,1.54,0.0,2025-12-21 08:22:31
Beja,11.91,81,1011,1.16,0.0,2025-12-21 08:22:31
Jendouba,11.13,87,1011,0.97,0.0,2025-12-21 08:22:31
Kef,10.56,78,1011,1.09,0.0,2025-12-21 08:22:31
Siliana,10.09,76,1010,1.71,0.0,2025-12-21 08:22:31
Kasserine,10.9,74,1011,1.87,0.0,2025-12-21 08:22:31
Sidi Bouzid,12.23,79,1011,4.75,0.0,2025-12-21 08:22:31
Kairouan,11.01,100,1010,0.0,0.0,2025-12-21 08:22:31
Kébili,12.61,66,1012,3.01,0.0,2025-12-21 08:22:31
Tozeur,12.25,100,1012,4.12,0.0,2025-12-21 08:22:31
Gabès,12.99,94,1012,6.17,0.0,2025-12-21 08:22:32
Medenine,13.48,65,1013,4.87,0.0,2025-12-21 08:22:32
Tataouine,11.17,65,1014,4.35,0.0,2025-12-21 08:22:32
Mahdia,13.84,74,1010,4.98,0.0,2025-12-21 08:22:32
Monastir,11.91,94,1010,1.54,0.0,2025-12-21 08:22:32
Sousse,11.97,94,1010,1.54,0.0,2025-12-21 08:22:32
Sfax,11.08,100,1011,2.57,0.0,2025-12-21 08:22:32
Gafsa,12.13,100,1012,3.6,0.0,2025-12-21 08:22:32
