city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.25,60,1017,5.38,0,2026-04-23 11:05:05
Ariana,20.38,60,1018,5.52,0,2026-04-23 11:05:05
Ben Arous,20.92,58,1017,5.2,0,2026-04-23 11:05:05
Manouba,22.81,52,1017,5.86,0,2026-04-23 11:05:05
Nabeul,20.06,67,1016,5.92,0,2026-04-23 11:05:05
Zaghouan,21.4,51,1016,4.26,0,2026-04-23 11:05:05
Bizerte,16.71,80,1018,5.42,0,2026-04-23 11:05:05
Beja,23.41,49,1016,3.66,0,2026-04-23 11:05:05
Jendouba,23.69,45,1016,1.02,0,2026-04-23 11:05:05
Kef,21.59,42,1016,3.81,0,2026-04-23 11:05:05
Siliana,19.96,46,1016,4.26,0,2026-04-23 11:05:05
Kasserine,23.74,30,1015,3.21,0,2026-04-23 11:05:05
Sidi Bouzid,23.97,36,1015,6.17,0,2026-04-23 11:05:05
Kairouan,23.48,47,1016,6.01,0,2026-04-23 11:05:05
Kébili,27.99,26,1014,8.26,0,2026-04-23 11:05:05
Tozeur,29.49,25,1013,5.07,0,2026-04-23 11:05:05
Gabès,21.47,59,1015,6.93,0,2026-04-23 11:05:05
Medenine,24.68,47,1014,7.98,0,2026-04-23 11:05:05
Tataouine,29.49,21,1012,8.06,0,2026-04-23 11:05:05
Mahdia,19.85,73,1016,5.36,0,2026-04-23 11:05:05
Monastir,17.77,84,1017,5.91,0,2026-04-23 11:05:05
Sousse,19.26,70,1017,6.34,0,2026-04-23 11:05:05
Sfax,22.51,55,1015,8.22,0,2026-04-23 11:05:05
Gafsa,26.07,25,1014,6.09,0,2026-04-23 11:05:05
