city,temperature,humidity,pressure,wind,precipitation,date
Tunis,31.99,43,1019,3.09,0,2025-09-15 14:16:51
Ariana,32.0,43,1019,3.09,0,2025-09-15 14:16:51
Ben Arous,31.6,32,1019,2.57,0,2025-09-15 14:16:51
Manouba,34.39,25,1019,2.52,0,2025-09-15 14:16:51
Nabeul,28.43,53,1020,4.73,0,2025-09-15 14:16:51
Zaghouan,32.51,23,1019,1.93,0,2025-09-15 14:16:51
Bizerte,31.99,45,1020,5.66,0,2025-09-15 14:16:51
Beja,33.93,24,1019,2.1,0,2025-09-15 14:16:51
Jendouba,36.13,21,1019,0.79,0,2025-09-15 14:16:51
Kef,32.1,19,1019,2.41,0,2025-09-15 14:16:51
Siliana,30.52,20,1020,2.36,0,2025-09-15 14:16:51
Kasserine,32.37,25,1019,2.99,0,2025-09-15 14:16:51
Sidi Bouzid,32.75,26,1019,2.22,0,2025-09-15 14:16:51
Kairouan,35.01,24,1019,1.54,0,2025-09-15 14:16:51
Kébili,36.77,21,1017,5.63,0,2025-09-15 14:16:51
Tozeur,37.25,26,1017,3.6,0,2025-09-15 14:16:51
Gabès,32.99,33,1019,5.45,0,2025-09-15 14:16:51
Medenine,31.61,39,1018,6.27,0,2025-09-15 14:16:51
Tataouine,36.83,14,1016,7.49,0,2025-09-15 14:16:51
Mahdia,29.17,50,1020,4.05,0,2025-09-15 14:16:51
Monastir,29.91,54,1020,3.09,0,2025-09-15 14:16:51
Sousse,29.97,54,1020,3.09,0,2025-09-15 14:16:51
Sfax,31.08,48,1019,4.63,0,2025-09-15 14:16:51
Gafsa,35.13,31,1019,3.09,0,2025-09-15 14:16:51
