city,temperature,humidity,pressure,wind,precipitation,date
Tunis,20.99,78,1011,3.09,0,2025-05-11 18:20:18
Ariana,21.0,78,1011,3.09,0,2025-05-11 18:20:18
Ben Arous,20.6,72,1010,3.87,0,2025-05-11 18:20:18
Manouba,20.79,71,1011,3.42,0,2025-05-11 18:20:18
Nabeul,20.12,78,1010,6.83,0,2025-05-11 18:20:18
Zaghouan,18.94,74,1010,3.57,0,2025-05-11 18:20:18
Bizerte,19.99,88,1012,5.66,0,2025-05-11 18:20:18
Beja,19.38,76,1012,1.45,0,2025-05-11 18:20:18
Jendouba,20.13,84,1012,2.35,0,2025-05-11 18:20:18
Kef,17.23,67,1012,2.76,0,2025-05-11 18:20:18
Siliana,17.29,79,1012,6.57,0,2025-05-11 18:20:18
Kasserine,24.03,39,1009,6.21,0,2025-05-11 18:20:19
Sidi Bouzid,28.34,26,1008,4.77,0,2025-05-11 18:20:19
Kairouan,23.01,64,1009,3.6,0,2025-05-11 18:20:19
Kébili,28.63,30,1009,11.3,0,2025-05-11 18:20:19
Tozeur,27.25,34,1008,10.8,0,2025-05-11 18:20:19
Gabès,25.99,36,1008,11.83,0,2025-05-11 18:20:19
Medenine,28.18,33,1010,11.77,0,2025-05-11 18:20:19
Tataouine,27.78,29,1013,10.17,0,2025-05-11 18:20:19
Mahdia,20.12,81,1009,7.04,0,2025-05-11 18:20:19
Monastir,19.91,88,1009,2.57,0,2025-05-11 18:20:19
Sousse,19.97,88,1009,2.57,0,2025-05-11 18:20:19
Sfax,24.08,73,1008,3.6,0,2025-05-11 18:20:20
Gafsa,27.13,34,1008,5.66,0,2025-05-11 18:20:20
