city,temperature,humidity,pressure,wind,precipitation,date
Tunis,19.99,77,1014,2.06,0.0,2025-11-06 22:16:18
Ariana,20.0,77,1013,2.06,0.0,2025-11-06 22:16:18
Ben Arous,19.6,76,1014,2.72,0.0,2025-11-06 22:16:18
Manouba,18.77,81,1014,5.46,0.0,2025-11-06 22:16:18
Nabeul,18.77,77,1013,5.95,0.0,2025-11-06 22:16:18
Zaghouan,16.21,82,1014,3.89,0.0,2025-11-06 22:16:18
Bizerte,21.99,88,1013,4.12,0.21,2025-11-06 22:16:19
Beja,17.93,82,1015,6.94,0.0,2025-11-06 22:16:19
Jendouba,19.13,85,1015,6.2,0.0,2025-11-06 22:16:19
Kef,14.8,79,1016,3.08,0.0,2025-11-06 22:16:19
Siliana,14.16,92,1015,4.27,0.0,2025-11-06 22:16:19
Kasserine,15.55,65,1015,3.37,0.0,2025-11-06 22:16:19
Sidi Bouzid,18.64,58,1014,4.15,0.0,2025-11-06 22:16:19
Kairouan,20.01,56,1013,0.0,0.0,2025-11-06 22:16:19
Kébili,20.74,41,1014,3.85,0.0,2025-11-06 22:16:19
Tozeur,20.25,52,1013,2.06,0.0,2025-11-06 22:16:19
Gabès,15.99,63,1014,3.6,0.0,2025-11-06 22:16:19
Medenine,20.39,46,1014,0.47,0.0,2025-11-06 22:16:19
Tataouine,18.47,44,1015,1.0,0.0,2025-11-06 22:16:19
Mahdia,20.28,57,1013,4.57,0.0,2025-11-06 22:16:19
Monastir,20.91,73,1013,2.06,0.0,2025-11-06 22:16:19
Sousse,20.97,73,1013,2.06,0.0,2025-11-06 22:16:19
Sfax,19.08,59,1013,2.06,0.0,2025-11-06 22:16:20
Gafsa,17.13,63,1014,0.51,0.0,2025-11-06 22:16:20
