city,temperature,humidity,pressure,wind,precipitation,date
Tunis,13.99,58,1021,2.06,0,2026-01-13 17:24:10
Ariana,14.0,58,1021,2.06,0,2026-01-13 17:24:10
Ben Arous,13.6,43,1021,2.78,0,2026-01-13 17:24:10
Manouba,10.94,51,1021,1.67,0,2026-01-13 17:24:10
Nabeul,14.83,56,1022,8.07,0,2026-01-13 17:24:10
Zaghouan,10.07,43,1022,2.72,0,2026-01-13 17:24:11
Bizerte,11.99,76,1021,3.09,0,2026-01-13 17:24:11
Beja,10.86,50,1021,0.76,0,2026-01-13 17:24:11
Jendouba,11.13,50,1021,1.09,0,2026-01-13 17:24:11
Kef,10.62,35,1021,1.87,0,2026-01-13 17:24:11
Siliana,9.39,34,1021,2.1,0,2026-01-13 17:24:11
Kasserine,8.35,48,1023,3.98,0,2026-01-13 17:24:11
Sidi Bouzid,10.26,51,1024,3.83,0,2026-01-13 17:24:11
Kairouan,14.01,41,1022,2.06,0,2026-01-13 17:24:11
Kébili,12.5,47,1024,1.72,0,2026-01-13 17:24:11
Tozeur,12.25,54,1024,1.54,0,2026-01-13 17:24:11
Gabès,12.99,54,1024,1.54,0,2026-01-13 17:24:11
Medenine,13.63,46,1025,2.5,0,2026-01-13 17:24:11
Tataouine,13.69,37,1023,3.56,0,2026-01-13 17:24:11
Mahdia,12.45,57,1024,7.06,0,2026-01-13 17:24:11
Monastir,13.91,51,1023,6.17,0,2026-01-13 17:24:11
Sousse,13.97,51,1023,6.17,0,2026-01-13 17:24:12
Sfax,12.08,62,1025,2.57,0,2026-01-13 17:24:12
Gafsa,10.13,62,1024,3.09,0,2026-01-13 17:24:12
