city,temperature,humidity,pressure,wind,precipitation,date
Tunis,23.99,88,1019,0.51,0,2025-08-07 22:18:11
Ariana,24.0,88,1019,0.51,0,2025-08-07 22:18:11
Ben Arous,23.6,58,1019,1.05,0,2025-08-07 22:18:11
Manouba,23.71,52,1019,0.89,0,2025-08-07 22:18:11
Nabeul,24.26,68,1019,1.2,0,2025-08-07 22:18:11
Zaghouan,22.26,58,1019,2.01,0,2025-08-07 22:18:11
Bizerte,22.99,88,1019,1.54,0,2025-08-07 22:18:11
Beja,24.13,45,1019,1.1,0,2025-08-07 22:18:11
Jendouba,27.13,42,1019,0.59,0,2025-08-07 22:18:11
Kef,23.36,41,1020,2.62,0,2025-08-07 22:18:11
Siliana,20.99,51,1020,2.03,0,2025-08-07 22:18:11
Kasserine,26.09,41,1020,2.6,0,2025-08-07 22:18:11
Sidi Bouzid,26.13,46,1019,3.31,0,2025-08-07 22:18:12
Kairouan,28.01,44,1018,1.54,0,2025-08-07 22:18:12
Kébili,27.87,39,1017,4.58,0,2025-08-07 22:18:12
Tozeur,32.25,29,1017,7.72,0,2025-08-07 22:18:12
Gabès,24.99,73,1018,3.09,0,2025-08-07 22:18:12
Medenine,26.08,62,1018,3.85,0,2025-08-07 22:18:12
Tataouine,26.08,42,1017,8.37,0,2025-08-07 22:18:12
Mahdia,25.0,59,1018,1.03,0,2025-08-07 22:18:12
Monastir,25.91,69,1019,1.03,0,2025-08-07 22:18:12
Sousse,25.97,69,1019,1.03,0,2025-08-07 22:18:12
Sfax,26.08,78,1018,1.03,0,2025-08-07 22:18:12
Gafsa,28.13,36,1019,1.03,0,2025-08-07 22:18:12
