city,temperature,humidity,pressure,wind,precipitation,date
Tunis,32.99,33,1017,5.14,0,2025-06-13 15:18:00
Ariana,33.0,33,1018,5.14,0,2025-06-13 15:18:00
Ben Arous,32.6,19,1018,4.15,0,2025-06-13 15:18:00
Manouba,34.21,15,1017,6.34,0,2025-06-13 15:18:00
Nabeul,28.44,47,1019,3.96,0,2025-06-13 15:18:00
Zaghouan,30.0,21,1018,7.13,0,2025-06-13 15:18:00
Bizerte,27.18,57,1018,7.32,0,2025-06-13 15:18:00
Beja,35.4,13,1016,5.56,0,2025-06-13 15:18:00
Jendouba,36.21,10,1016,2.54,0,2025-06-13 15:18:00
Kef,33.28,12,1017,3.96,0,2025-06-13 15:18:00
Siliana,29.87,17,1018,5.36,0,2025-06-13 15:18:00
Kasserine,31.11,16,1018,4.83,0,2025-06-13 15:18:00
Sidi Bouzid,33.13,16,1017,6.62,0,2025-06-13 15:18:00
Kairouan,33.72,16,1016,6.01,0,2025-06-13 15:18:00
Kébili,36.12,13,1014,7.6,0,2025-06-13 15:18:01
Tozeur,37.25,13,1015,8.75,0,2025-06-13 15:18:01
Gabès,27.86,52,1018,6.95,0,2025-06-13 15:18:01
Medenine,30.22,33,1017,8.62,0,2025-06-13 15:18:01
Tataouine,35.6,18,1013,9.03,0,2025-06-13 15:18:01
Mahdia,28.93,42,1018,4.97,0,2025-06-13 15:18:01
Monastir,29.91,51,1018,5.66,0,2025-06-13 15:18:01
Sousse,29.97,51,1018,5.66,0,2025-06-13 15:18:01
Sfax,30.08,54,1018,5.66,0,2025-06-13 15:18:01
Gafsa,35.13,18,1016,5.66,0,2025-06-13 15:18:01
