city,temperature,humidity,pressure,wind,precipitation,date
Tunis,19.99,52,1007,8.23,0,2026-02-06 09:39:26
Ariana,20.0,52,1006,8.23,0,2026-02-06 09:39:26
Ben Arous,19.6,61,1007,6.78,0,2026-02-06 09:39:26
Manouba,18.36,63,1007,8.81,0,2026-02-06 09:39:26
Nabeul,19.1,60,1007,7.98,0,2026-02-06 09:39:26
Zaghouan,17.43,57,1007,1.46,0,2026-02-06 09:39:26
Bizerte,17.99,68,1006,10.8,0,2026-02-06 09:39:26
Beja,17.77,64,1007,6.47,0,2026-02-06 09:39:26
Jendouba,16.13,68,1007,3.87,0,2026-02-06 09:39:26
Kef,17.6,44,1007,7.17,0,2026-02-06 09:39:26
Siliana,17.07,45,1007,10.09,0,2026-02-06 09:39:26
Kasserine,19.66,39,1008,8.26,0,2026-02-06 09:39:26
Sidi Bouzid,22.61,35,1007,3.82,0,2026-02-06 09:39:26
Kairouan,22.01,40,1006,2.06,0,2026-02-06 09:39:26
Kébili,20.75,33,1009,5.53,0,2026-02-06 09:39:26
Tozeur,17.25,48,1008,5.14,0,2026-02-06 09:39:26
Gabès,20.99,32,1008,8.75,0,2026-02-06 09:39:26
Medenine,25.66,22,1009,9.21,0,2026-02-06 09:39:26
Tataouine,22.07,21,1011,6.61,0,2026-02-06 09:39:26
Mahdia,21.72,46,1007,3.42,0,2026-02-06 09:39:26
Monastir,18.91,59,1007,0.0,0,2026-02-06 09:39:26
Sousse,18.97,59,1007,0.0,0,2026-02-06 09:39:26
Sfax,20.08,40,1007,3.09,0,2026-02-06 09:39:26
Gafsa,18.13,45,1008,0.51,0,2026-02-06 09:39:26
