city,temperature,humidity,pressure,wind,precipitation,date
Tunis,30.99,58,1015,3.09,0,2026-08-20 08:32:55
Ariana,31.0,58,1015,3.09,0,2026-08-20 08:32:55
Ben Arous,30.6,47,1015,0.87,0,2026-08-20 08:32:55
Manouba,32.84,45,1015,1.75,0,2026-08-20 08:32:55
Nabeul,30.76,58,1016,4.02,0,2026-08-20 08:32:55
Zaghouan,30.06,48,1016,1.72,0,2026-08-20 08:32:55
Bizerte,30.99,62,1015,2.06,0,2026-08-20 08:32:55
Beja,33.0,29,1016,1.27,0,2026-08-20 08:32:55
Jendouba,33.05,25,1016,2.38,0,2026-08-20 08:32:55
Kef,31.45,26,1017,2.82,0,2026-08-20 08:32:55
Siliana,30.14,29,1017,3.29,0,2026-08-20 08:32:55
Kasserine,31.87,26,1017,0.95,0,2026-08-20 08:32:55
Sidi Bouzid,31.34,42,1016,1.34,0,2026-08-20 08:32:55
Kairouan,32.01,51,1015,1.54,0,2026-08-20 08:32:55
Kébili,34.2,33,1015,3.2,0,2026-08-20 08:32:55
Tozeur,33.25,46,1015,6.17,0,2026-08-20 08:32:55
Gabès,32.99,43,1016,4.12,0,2026-08-20 08:32:56
Medenine,31.52,48,1016,2.52,0,2026-08-20 08:32:56
Tataouine,33.72,27,1015,3.84,0,2026-08-20 08:32:56
Mahdia,31.32,55,1016,3.17,0,2026-08-20 08:32:56
Monastir,30.91,62,1016,2.06,0,2026-08-20 08:32:56
Sousse,30.97,62,1016,2.06,0,2026-08-20 08:32:56
Sfax,32.08,55,1016,1.54,0,2026-08-20 08:32:56
Gafsa,30.12,58,1017,2.57,0,2026-08-20 08:32:56
